RT	MZ	LeftRTBorder	RightRTBorder	MZDeviation
684.774	436.23925258062104	677.651	690.759	29.842402239020657
1437.08	343.27087367560887	1428.96	1444.14	28.088173756347768
1171.53	315.1183969176495	1164.26	1178.76	26.65414009429694
584.644	324.1910962121819	572.645	588.243	23.649412853710896
784.447	165.04552197512606	774.039	790.425	19.17970594407137
1813.15	476.2767416837729	1807.31	1819.0	34.90148978145598
683.578	422.19182106541194	676.425	689.555	34.1115008391283
1049.39	719.2999242348419	1041.1	1056.53	47.610186248503254
1434.75	415.28088994876646	1426.57	1441.75	36.17243028244454
983.618	495.1394650946507	974.075	989.561	37.35628387141623
826.404	246.0960755597529	818.075	833.656	27.337085735218704
684.197	465.21043422944575	677.073	691.382	39.0483341426951
1641.52	294.2142456535639	1634.45	1648.5	29.88476041701618
1666.5	294.21462541011175	1659.52	1673.47	27.93526981536279
1834.75	496.3358316408116	1827.69	1841.79	34.900897683730456
1456.01	344.27440095977397	1450.08	1464.31	31.581470369932173
595.567	219.09932607297577	585.903	601.563	24.05707742576327
1267.88	346.12286045135346	1259.83	1275.97	34.60800545285851
1883.13	522.3473880190971	1876.08	1887.83	36.29852639755351
1842.98	585.3993136591961	1835.92	1847.66	41.86026206633048
744.992	577.1675361388594	737.897	753.236	41.39213753111592
1810.24	722.3684722677658	1804.38	1816.07	47.369892561048886
1121.35	809.3209556065292	1112.89	1128.63	44.38795475201461
713.232	432.18001140723266	705.014	720.281	34.6591220160335
1719.1	452.33471146310154	1713.4	1727.14	38.61851091833933
468.258	213.1153930198985	461.107	474.369	26.26851225909382
1049.39	751.19130019183	1041.1	1055.33	45.86682694436523
1768.47	624.4550896897492	1761.6	1774.21	40.22164088849345
1238.45	435.1971765762341	1230.23	1245.48	38.94446779825195
1809.65	542.4040753807922	1802.6	1816.65	34.88998302424701
1663.63	578.4157372367142	1654.28	1669.4	39.91075964715316
1557.48	753.3542850351912	1549.24	1565.73	48.910848345450326
1923.66	541.3332661914816	1917.8	1929.51	37.59801510902151
582.196	206.11096849977147	575.009	588.164	24.22376687513069
1223.62	711.3267042391291	1215.32	1230.8	45.60967510272131
503.298	195.19861710260537	495.908	509.399	23.45038581440354
1205.82	721.3137412229753	1197.5	1212.93	45.24955458869842
1616.08	565.3411042385187	1607.85	1624.35	41.316155396360074
1928.22	394.24318175210345	1922.37	1934.08	33.12238169867455
961.668	728.2664879429459	953.401	968.753	44.38177347931024
1007.2	719.3008094909294	998.831	1014.32	48.04631776815066
436.531	404.12744810932134	427.972	442.702	31.960992199269583
745.127	578.1708177761176	738.031	752.209	39.93330522644727
634.157	431.1683578274275	627.188	642.319	37.88431956750201
1717.39	377.19408588078153	1708.24	1708.24	34.41137280225741
1881.63	544.4197101122847	1875.75	1887.5	34.95464247088517
652.312	238.12812122528095	645.257	659.397	25.822576539561833
728.4	582.1526020304159	721.337	735.503	40.23048535861034
1081.88	513.1924758132409	1074.68	1089.0	40.317964385730534
1842.39	534.3537722536062	1836.5	1847.06	37.91512435635023
1928.92	377.2659791933502	1921.9	1934.77	33.50617224822615
1823.64	557.4265952706222	1817.83	1829.44	37.675210201316155
1717.18	636.4774955988378	1709.17	1705.68	38.891150699534386
1086.94	807.3068933926911	1078.63	1094.14	46.18255137261563
1717.18	619.4203106182629	1709.17	1722.87	41.18134235873573
1810.08	518.3235592689324	1803.04	1815.92	38.02624201720055
661.878	268.25046992942373	655.942	667.924	26.682850974591148
